"","Document","Date","clean_sentence","Source","Recipient_Code","Recipient_Name","aid_type","recipient_type","Note"
"198","TikaRaporları2Türkiye-Kalkinma-Yardimlari-Raporu-2022.pdf","2022","Amacıyla Ekipman Temini Yapılmıştır Kosova – Kosova'da Türkçe Radyo Projesi Kosova Türkçe Medya Derneği'nin Kosova'da Türkçe yayınına baş- layabilmesi için ihtiyaç duyduğu teçhizatın temini ve yayın stüdyo- sundaki fiziki şartların iyileştirilmesi amacıyla tadilatı TİKA tarafından gerçekleştirilmiştir.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"199","TikaRaporları2Türkiye-Kalkinma-Yardimlari-Raporu-2022.pdf","2022","Eğitime Kosova'dan 5, Arnavutluk'tan ise 12 basın mensubu Eğitim Verilmiştir katılmıştır.","Tika ",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"200","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","[MILYON DOLAR] 28 29 TÜRKİYE’NİN STK YARDIMLARI Grafik 14: Türkiye’nin STK Yardımları [2009 - 2020; Milyon Dolar] 2020 401,8 2019 349,0 2018 826,5 2017 707,6 2016 655,2 2015 475,8 2014 327,6 2013 232,5 2012 111,7 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 2011 199,5 2010 105,7 2009 109,0 401,8 ▶ Etiyopya TÜRKIYE’NIN 2020 STK YARDIMLARI [MILYON DOLAR] 30 31 Güney Sahra Bölgesel 0,11 Azerbaycan 6,40 Afrika Bölgesel 0,98 Bangladeş 6,63 TÜRKİYE İKİ TARAFLI RESMİ KALKINMA AMERİKA TOPLAM 4,52 Bhutan 0,33 YARDIMLARI ÜLKESEL PANORAMA Kuzey ve Orta Amerika 1,32 Gürcistan 3,00 Grafik 15: Türkiye İki Taraflı Resmi Kalkınma Yardımları Ülkesel Panorama [2020; Milyon Dolar] Küba 0,02 Hindistan 0,72 AVRUPA TOPLAM 98,30 Sudan 4,17 Dominik Cumhuriyeti 0,02 Kazakistan 21,73 Arnavutluk 59,93 Tanzanya 1,27 Haiti 0,14 Kırgızistan 20,97 Beyaz Rusya 0,04 Uganda 0,96 Kosta Rika 0,04 Maldivler 0,01 Bosna-Hersek 7,96 Zambiya 0,43 El Salvador 0,51 Myanmar 0,50 Kosova 4,69 Zimbabve 0,47 Guatemala 0,08 Nepal 0,15 Moldova 3,78 Angola 0,11 Honduras 0,03 Pakistan 3,06 Karadağ 1,11 Kamerun 1,30 Meksika 0,45 Sri Lanka 0,32 Kuzey Makedonya 5,75 Orta Afrika Cumhuriyeti 0,22 Nikaragua 0,03 Tacikistan 1,38 Sırbistan 2,83 Çad 2,82 Kuzey ve Orta Amerika Bölgesel 16,08 Türkmenistan 1,20 Ukrayna 2,28 Kongo Demokratik Cumhuriyeti 0,82 Güney Amerika 3,21 Özbekistan 2,01 Avrupa Bölgesel 9,95 Ekvator Ginesi 0,05 Arjantin 0,10 Orta Asya Bölgesel 0,22 AFRİKA TOPLAM 74,92 Gabon 0,05 Bolivya 0,06 Güney Asya Bölgesel 0,12 Kuzey Sahra 16,86 Sao Tome ve Principe 0,06 Brezilya 0,06 Uzak Doğu 9,20 Cezayir 2,16 Botsvana 0,06 Kolombiya 1,45 Kamboçya 0,16 Mısır 2,11 Svaziland 0,04 Ekvador 0,09 Çin Halk Cumhuriyeti 1,35 Libya 1,46 Lesotho 0,02 Guyana 0,06 Endonezya 2,13 Fas 0,77 Namibya 0,44 Paraguay 0,30 Malezya 0,82 Tunus 7,37 Güney Afrika Cumhuriyeti 0,16 Peru 0,26 Moğolistan 3,16 Kuzey Sahara Bölgesel 3,00 Benin 0,54 Venezuela 0,67 Filipinler 0,60 Güney Sahra 57,08 Burkina Faso 0,43 Güney Amerika Bölgesel 0,16 Tayland 0,55 Burundi 0,42 Fildişi Sahili 0,49 ASYA TOPLAM 7.588,96 Vietnam 0,12 Komor Adaları 0,31 Gambiya 0,69 Orta Doğu 7.473,60 Uzak Doğu Bölgesel 0,32 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Cibuti 0,57 Gana 0,80 İran 2,21 Asya Bölgesel 0,94 Eritre 0,14 Gine 2,15 Irak 36,67 OKYANUSYA TOPLAM 0,05 Etiyopya 2,08 Gine Bissau 0,41 Ürdün 2,87 Fiji 0,01 Kenya 0,83 Liberya 0,19 Lübnan 1,92 Papua Yeni Gine 0,01 Madagaskar 0,32 Mali 0,72 Suriye 7078,18 Okyanusya Bölgesel 0,03 Malavi 0,15 Moritanya 0,49 Filistin 32,96 Mauritius 0,06 Nijer 1,62 Yemen 4,44 BÖLGELERE AYRIŞTIRILAMAYAN 265,83 Mozambik 0,24 Nijerya 0,74 Orta Doğu Bölgesel 314,35 Ruanda 0,65 Senegal 0,89 Güney ve Orta Asya 105,22 Afganistan 36,47 DÜNYA TOPLAMI 8.032,57 Somali 25,98 Sierra Leone 0,37 Güney Sudan 0,99 Togo 0,27 Ermenistan 0,01 32 33 ▶ Pakistan PROJELER VE FAALİYETLER SOSYAL ALTYAPI VE HİZMETLER EĞİTİM SAĞLIK COVID-19 SU VE SANİTASYON İDARİ VE SİVİL ALTYAPILAR DİĞER SOSYAL ALTYAPI VE HİZMETLER TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 34 35 EĞİTİM SOSYAL ALTYAPI VE HİZMETLER EĞİTİM Grafik 16: Türkiye Resmi Kalkınma Yardımları Kategorileri Dağılımı [2020; Milyon Dolar] Kalkınmada eğitim stratejik bir alan olarak ortaya çıkar.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"201","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","[MILYON DOLAR] 28 29 TÜRKİYE’NİN STK YARDIMLARI Grafik 14: Türkiye’nin STK Yardımları [2009 - 2020; Milyon Dolar] 2020 401,8 2019 349,0 2018 826,5 2017 707,6 2016 655,2 2015 475,8 2014 327,6 2013 232,5 2012 111,7 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 2011 199,5 2010 105,7 2009 109,0 401,8 ▶ Etiyopya TÜRKIYE’NIN 2020 STK YARDIMLARI [MILYON DOLAR] 30 31 Güney Sahra Bölgesel 0,11 Azerbaycan 6,40 Afrika Bölgesel 0,98 Bangladeş 6,63 TÜRKİYE İKİ TARAFLI RESMİ KALKINMA AMERİKA TOPLAM 4,52 Bhutan 0,33 YARDIMLARI ÜLKESEL PANORAMA Kuzey ve Orta Amerika 1,32 Gürcistan 3,00 Grafik 15: Türkiye İki Taraflı Resmi Kalkınma Yardımları Ülkesel Panorama [2020; Milyon Dolar] Küba 0,02 Hindistan 0,72 AVRUPA TOPLAM 98,30 Sudan 4,17 Dominik Cumhuriyeti 0,02 Kazakistan 21,73 Arnavutluk 59,93 Tanzanya 1,27 Haiti 0,14 Kırgızistan 20,97 Beyaz Rusya 0,04 Uganda 0,96 Kosta Rika 0,04 Maldivler 0,01 Bosna-Hersek 7,96 Zambiya 0,43 El Salvador 0,51 Myanmar 0,50 Kosova 4,69 Zimbabve 0,47 Guatemala 0,08 Nepal 0,15 Moldova 3,78 Angola 0,11 Honduras 0,03 Pakistan 3,06 Karadağ 1,11 Kamerun 1,30 Meksika 0,45 Sri Lanka 0,32 Kuzey Makedonya 5,75 Orta Afrika Cumhuriyeti 0,22 Nikaragua 0,03 Tacikistan 1,38 Sırbistan 2,83 Çad 2,82 Kuzey ve Orta Amerika Bölgesel 16,08 Türkmenistan 1,20 Ukrayna 2,28 Kongo Demokratik Cumhuriyeti 0,82 Güney Amerika 3,21 Özbekistan 2,01 Avrupa Bölgesel 9,95 Ekvator Ginesi 0,05 Arjantin 0,10 Orta Asya Bölgesel 0,22 AFRİKA TOPLAM 74,92 Gabon 0,05 Bolivya 0,06 Güney Asya Bölgesel 0,12 Kuzey Sahra 16,86 Sao Tome ve Principe 0,06 Brezilya 0,06 Uzak Doğu 9,20 Cezayir 2,16 Botsvana 0,06 Kolombiya 1,45 Kamboçya 0,16 Mısır 2,11 Svaziland 0,04 Ekvador 0,09 Çin Halk Cumhuriyeti 1,35 Libya 1,46 Lesotho 0,02 Guyana 0,06 Endonezya 2,13 Fas 0,77 Namibya 0,44 Paraguay 0,30 Malezya 0,82 Tunus 7,37 Güney Afrika Cumhuriyeti 0,16 Peru 0,26 Moğolistan 3,16 Kuzey Sahara Bölgesel 3,00 Benin 0,54 Venezuela 0,67 Filipinler 0,60 Güney Sahra 57,08 Burkina Faso 0,43 Güney Amerika Bölgesel 0,16 Tayland 0,55 Burundi 0,42 Fildişi Sahili 0,49 ASYA TOPLAM 7.588,96 Vietnam 0,12 Komor Adaları 0,31 Gambiya 0,69 Orta Doğu 7.473,60 Uzak Doğu Bölgesel 0,32 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Cibuti 0,57 Gana 0,80 İran 2,21 Asya Bölgesel 0,94 Eritre 0,14 Gine 2,15 Irak 36,67 OKYANUSYA TOPLAM 0,05 Etiyopya 2,08 Gine Bissau 0,41 Ürdün 2,87 Fiji 0,01 Kenya 0,83 Liberya 0,19 Lübnan 1,92 Papua Yeni Gine 0,01 Madagaskar 0,32 Mali 0,72 Suriye 7078,18 Okyanusya Bölgesel 0,03 Malavi 0,15 Moritanya 0,49 Filistin 32,96 Mauritius 0,06 Nijer 1,62 Yemen 4,44 BÖLGELERE AYRIŞTIRILAMAYAN 265,83 Mozambik 0,24 Nijerya 0,74 Orta Doğu Bölgesel 314,35 Ruanda 0,65 Senegal 0,89 Güney ve Orta Asya 105,22 Afganistan 36,47 DÜNYA TOPLAMI 8.032,57 Somali 25,98 Sierra Leone 0,37 Güney Sudan 0,99 Togo 0,27 Ermenistan 0,01 32 33 ▶ Pakistan PROJELER VE FAALİYETLER SOSYAL ALTYAPI VE HİZMETLER EĞİTİM SAĞLIK COVID-19 SU VE SANİTASYON İDARİ VE SİVİL ALTYAPILAR DİĞER SOSYAL ALTYAPI VE HİZMETLER TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 34 35 EĞİTİM SOSYAL ALTYAPI VE HİZMETLER EĞİTİM Grafik 16: Türkiye Resmi Kalkınma Yardımları Kategorileri Dağılımı [2020; Milyon Dolar] Kalkınmada eğitim stratejik bir alan olarak ortaya çıkar.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"202","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 YOĞUN BAKIM YATAĞI AMELİYATHANE DOĞUMHANE 4.000 12 Ülke – Çeşitli Ülkelerde Tedavi Desteği Sağlık Bakanlığı tarafından; sağlık alanındaki İkili anlaşmalar kapsamında, 2020 yılında Afganistan, Somali, Sudan, Kırgızistan, Kosova, Nijer başta olmak üzere toplam 12 ülkeden 323 hastaya ücret- RADYOLOJİ YATAK siz sağlık hizmeti sunulmuştur.","Tika",347,"Kosova","İnsani Yardım","Merkezi Hükümet ve Bağlı Aktörler",""
"203","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","▶ Cezayir – Oran TELEKONFERANS SALONU VE İNTERAKTİF EĞİTİM BİRİMİ KURULUMU Kuzey Makedonya – TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Anayasa Mahkemesi Toplantı Salonunun Yenilenmesi Kuzey Makedonya Cumhuriyeti Anayasa Mah- kemesi yasaların anayasaya uygunluğunu de- netleyen ve toplamda dokuz üyeden oluşan en üst yargı organıdır.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"204","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","▶ Afganistan – Şibirgan ▶ Kuzey Makedonya 94 95 Kenya – KKTC – Teknik Donatım Desteği Kadın Girişimcilere Destek ▶ Kenya – EACC ▶ KKTC – Lefkoşe Kenya’da yolsuzlukla ve etik ihlallerle mücade- yoluyla Kenya'daki yolsuzluk ve ekonomik suçla TİKA tarafından Kuzey Kıbrıs Türk Cumhuriyeti'ndeki kadın girişimcilerin üretimde yer alabilme- le konusunda en yetkili anayasal kurumlardan mücadele etmek kurulmuş bir anayasa komis- lerine ve kadın istihdamına katkı sağlamak amacıyla çeşitli alanlarda destek projeleri başlatılmış- olan Etik ve Yolsuzlukla Mücadele Komisyonu yonudur.","Tika ",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"205","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","VE İSTİHDAMA KATKI DIŞİŞLERİ BAKANLIĞI Arnavutluk, Bosna-Hersek, Gana, Kosova, Makedonya, Moldova, Sırbistan, Slovenya, Somali ve Tu- nus ülkeleri uzmanlarına eğitim düzenlenerek Türkiye’nin diplomasi alanındaki tecrübelerini pay- laşılmıştır.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"206","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","VE İSTİHDAMA KATKI DIŞİŞLERİ BAKANLIĞI Arnavutluk, Bosna-Hersek, Gana, Kosova, Makedonya, Moldova, Sırbistan, Slovenya, Somali ve Tu- nus ülkeleri uzmanlarına eğitim düzenlenerek Türkiye’nin diplomasi alanındaki tecrübelerini pay- laşılmıştır.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"207","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 ▶ Etiyopya – Harar ▶ Gürcistan – Tiflis 104 105 Irak – Kuzey Makedonya – Abdulkadir Geylani Türbesi Restorasyonu Üsküp Sultan Murad Camii Restorasyonu Abdülkādir Geylânî, Büyük Selçuklu Devleti Dönemi’nde, gü- Fatih Sultan Mehmet’in babası Sultan II.","Tika",343,"Makedonya","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"208","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","▶ Moğolistan – Arhangay ▶ Afganistan – Herat 108 109 VAKIFLAR GENEL MÜDÜRLÜĞÜ 2020 Yılında Restorasyonu Devam Eden Eserler – BOSNA-HERSEK KOSOVA KKTC KUZEY MAKEDONYA SURİYE 7 5 2 1 2 Restorasyon Öncesi Restorasyon Sonrası MILLI SAVUNMA BAKANLIĞI ▶ Kosova – Kusari Camii Somali TEMIN EDILEN TEMIN EDILEN TEKERLEKLI AKÜLÜ TEKERLEKLI SANDALYE SAYISI 2020 Yılında Restorasyonu Tamamlanan Eserler – SANDALYE SAYISI BOSNA-HERSEK KOSOVA SURIYE 35 10 Bosna - Hersek MILLI, DINI VE ÖZEL GÜNLERDE ETKINLIK VE NEMILA BÖLGESINDE SOSYAL FAALIYETLERIN 2 3 1 İŞGALE KARŞI SAVAŞANLAR DERNEĞI DÜZENLENMESI BINASINA ŞEHITLERI ANMA VE MÜZE ODASI YAPIMI TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Restorasyon Öncesi Restorasyon Sonrası Şehitleri Anma ve Müze Odası Oyuncak Dağıtımı Projesi ▶ Suriye – El Bab Ulu Camii ▶ Bosna-Hersek ▶ Kosova 110 111 PROJELER VE FAALİYETLER EKONOMİK ALTYAPILAR VE HİZMETLER ULAŞTIRMA VE DEPOLAMA İLETİŞİM ENERJİ ÜRETİMİ, DAĞITIMI VE ETKİNLİĞİ TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 112 113 ULAŞTIRMA VE DEPOLAMA TÜRK İŞBİRLİĞİ VE Ulaşım, insanların ve ürünlerin hareketliliğini sağlayarak ekonomik kalkınma ile toplumların refa- KOORDİNASYON AJANSI BAŞKANLIĞI hının artırılmasında önemli bir rol oynamaktadır.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Sivil Toplum",""
"209","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","▶ 25 Ülke 25 Ülkede Gerçekleştirilen – Geleceğe Nefes Cumhurbaşkanımız Sayın Recep Tayyip Erdo- sek, Irak, Libya, Malta, Karadağ, Kazakistan, ğan’ın himayelerinde başlatılan ‘Geleceğe Nefes’ Gürcistan, Ukrayna, Afganistan, Kosova, Maca- kampanyası 2020 yılında TİKA’nın katkılarıyla ristan, Sırbistan, Tacikistan, Kırgızistan, Kuzey 25 ülkede gerçekleştirilmiştir.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"210","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","Tarım ve Orman Makedonya, Moldova, Sudan, Nijer, Cezayir, Se- TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Bakanlığı, Orman Genel Müdürlüğü, Dışişleri Ba- negal, KKTC, Özbekistan ve Arnavutluk gibi pek kanlığı ve TİKA işbirliğinde yürütülen kampanya çok ülkede toplam 83 milyon fidan toprakla bu- ile; başta Azerbaycan olmak üzere Bosna-Her- luşturulmuştur.","Tika ",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"211","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","STK'LAR İŞBİRLİĞİNDE SAĞLANAN KORUYUCU MASKE SAYISI 50.000 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 Koranavirüs dolasıyla Kosova'da 9 belediyede, temel gıda malzemelerinden oluşan 1600 adet [32 ton] gıda paketinin dağıtımı TİKA tarafından gerçekleştirilmiştir.","Tika ",347,"Kosova","İnsani Yardım","Yerel Yönetimler",""
"212","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","AILELERIMIZE KORUMA MALZEMELERI GIDA KOLİSİ TIBBİ MASKE ÇİFT ELDİVEN 600 Kuzey Makedonya genelinde faaliyet gösteren ilkokul, anaokulu ve ibadethaneler başta olmak üze- re çeşitli kurumlara toplamda 750 adet dezenfektan standı ve 550 adet ateş ölçer TİKA tarafından temin edilmiştir.","Tika ",343,"Makedonya","İnsani Yardım","Sivil Toplum",""
"213","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","4.000 10.000 10.000 ▶ Kuzey Makedonya Ukrayna Gagauz Yeri Bölgesi’ndeki okullarda hijyenin sağlanması amacıyla TİKA tarafından mal- zeme desteği sağlanmıştır.","Tika",343,"Makedonya","İnsani Yardım","Sivil Toplum",""
"214","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","SIRBİSTAN'DA DESTEK OLMAK MALZEMELERİNDEN YARARLANAN TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 KUZEY MAKEDONYA'DA TEMIN EDILEN AMACIYLA TEMEL GIDA VE HİJYEN AİLE SAYISI EĞITIM KURUMLARINA DEZENFEKTAN STAND SAYISI 250 750 SIRBİSTAN'DA YEREL BİR STK'YA TEMİN EDİLEN DİKİŞ MAKİNESİ 20 BİN MASKE ÜRETİMİ İÇİN SAYISI KUZEY MAKEDONYA'DA TEMIN EDILEN EĞITIM KURUMLARINA ATEŞ ÖLÇER SAYISI 5 550 160 161 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 162 SÜRDÜRÜLEBİLİR KALKINMA ▶ Kosova 163 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2020 SÜRDÜRÜLEBİLİR KALKINMA SÜRDÜRÜLEBİLİR KALKINMA Sürdürülebilir kalkınma Türkiye’de 1992 yılından bugüne Türkiye kalkınma planlarında kendine yer bulmaktadır.","Tika",347,"Kosova","İnsani Yardım","Sivil Toplum",""
"215","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","YARDIM ELİNİ UZATTIĞI ÜLKE SAYISI 140 KURBAN KESİM VE DAĞITIMINDAN YARARLANAN BÖLGE SAYISI Türk Kızılay, Filistin, Sudan, Endonezya, Sri Lanka, Kırgızistan, Kosova, Somali, Pakistan gibi ülke- lerde insani yardım faaliyetlerinin yanı sıra pek çok kalıcı refaha yönelik çalışmalara imza atmıştır.","Tika",347,"Kosova","İnsani Yardım","Sivil Toplum",""
"216","TikaRaporları2Turkiye%20Kalk%C4%B1nma%20Yard%C4%B1mlar%C4%B1%202020_tr.pdf","2020","Yeni tip koronavirüs döneminde de ▶ Kosova – Down Sendromlu Çocuklar ve Ebru Sanatı Buluşması Kıbrıs Türk halkının yanında olan Türk STK’ları tarafından toplamda 30 bin 240 adet hijyen seti dağıtılmıştır.","Tika ",347,"Kosova","İnsani Yardım","Sivil Toplum",""
"217","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Kosova’da görev yapan Kosova Türk Temsil Heyeti Başkanlığı ve güvenliğin sağlanmasında Afgan Geçici Yönetimi’ne destek sağlamak maksadıyla, 05 Aralık 2001 tarihli Bonn Anlaşması ve BM Güvenlik Konseyinin kararı ile teşkil edilmiş Kararlı Destek Misyonu bünyesinde görev yapan Afganistan Türk Görev Kuvvet Ko- Kitap ve Eğitim Materyali Yardımı mutanlı marifetiyle söz konusu bölgelerde barışı ve istikrarı koruma faaliyetlerinin yanı sıra eğitim alanında da desteğini sürdürmektedir.","Tika ",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"218","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Kuzey Makedonya – Ambulans Temini Kuzey Makedonya Gostivar Belediyesi’nde faaliyet gösteren 150 yatak kapasiteli hastane; cerrahi, iç hastalık- ları, çocuk hastalıkları, nöroloji, kadın hastalıkları ve doğum, epidemiyoloji, travmatoloji ve deri hastalıkları bölümleri ile yılda yaklaşık olarak 3 bin hastaya yataklı, 40 bin hastaya ise ayakta tedavi hizmeti vermekte- dir.","Tika",343,"Makedonya","İnsani Yardım","Yerel Yönetimler",""
"219","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Çeşitli Ülkelerde Tedavi Desteği Sağlık alanındaki ikili anlaşmalar gereğince Afganistan, Sudan, Yemen, Kosova, Azerbaycan, Arnavutluk, Nijer, Kırgızistan başta olmak üzere çeşitli ülke vatandaşlarından yıllık ortalama 1.500 hastanın tedavisi ülkemizde gerçekleştirilmektedir.","Tika",347,"Kosova","İnsani Yardım","Yerel Yönetimler",""
"220","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Eğitimine Destek Verilen Görevlendirilen Uzman / Personel Danışman/ 563 283 Kuzey Makedonya – Adalet Bakanlığı’na Teknik Ekipman Desteği Kuzey Makedonya Cumhuriyeti Adalet Bakanlığına bağlı olarak faaliyet gösteren Ceza İnfaz Kurumları Mü- dürlüğü cezaların infazının uygulanmasını sağlamaktadır.","Tika ",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"221","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","TİKA tarafından 2012 yılından itibaren Makedonya’da yürütülen “Adalet Kurumları Kurumsal Kapasite Geliştirme Programları” kapsamında, kurumların teknik altyapısının uluslararası standartlara ulaşmasına yönelik teknik ekipman desteği sağlanmıştır.","",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Merkezi Hükümet ve Bağlı Aktörler",""
"222","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","62 63 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2018 TÜRKİYE KALKINMA YARDIMLARI RAPORU | 2018 Uluslararası Polis Eğitimi İşbirliği TİKA, Emniyet Genel Müdürlüğü ve Jandarma Genel Komutanlığı iş birliğinde yürütülen “Uluslararası Polis / Güvenlik Eğitimi İş Birliği Projesi” kapsamında hem Türkiye’de hem de Azerbaycan, Filistin, Kosova, Kara- dağ, Kırgızistan, Özbekistan, Moğolistan, Tunus, Moldova ve Afganistan’da bu ülkelerin emniyet ve jandarma teşkilatlarından 198 asker ve polise yönelik eğitim programları düzenlendi.","Tika",347,"Kosova","Eğitim ve Kültürel Yardımlar","Merkezi Hükümet ve Bağlı Aktörler",""
"223","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Farklı coğrafyalarda 93 ülkeden 208 şehir ile başlatılan “Kardeş Şehir Projesi” kapsamında Kuzey Makedonya, Bulgaristan, Karadağ, Bosna Hersek, Kosova ve Ukrayna’da sosyal altyapıların geliştirilmesi adına çeşitli faaliyetler hayata geçirilmiştir.","Tika",347,"Kosova","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"224","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Farklı coğrafyalarda 93 ülkeden 208 şehir ile başlatılan “Kardeş Şehir Projesi” kapsamında Kuzey Makedonya, Bulgaristan, Karadağ, Bosna Hersek, Kosova ve Ukrayna’da sosyal altyapıların geliştirilmesi adına çeşitli faaliyetler hayata geçirilmiştir.","Tika",355,"Bulgaristan","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
"225","TikaRaporları2TurkiyeKalkinma2018Web.pdf","2018","Farklı coğrafyalarda 93 ülkeden 208 şehir ile başlatılan “Kardeş Şehir Projesi” kapsamında Kuzey Makedonya, Bulgaristan, Karadağ, Bosna Hersek, Kosova ve Ukrayna’da sosyal altyapıların geliştirilmesi adına çeşitli faaliyetler hayata geçirilmiştir.","Tika",343,"Makedonya","Ekonomik, Kalkınma, Teknik ve Altyapı Yardımı","Sivil Toplum",""
